Ride_ID,User_ID,Driver_ID,Ride_DateTime,Pickup_Location,Dropoff_Location,Distance_km,Ride_Duration_min,Fare_Amount,Payment_Method,Ride_Status,User_Rating,Driver_Rating,Surge_Pricing,Promo_Code_Used,Vehicle_Type,Weather_Condition,Traffic_Level,Driver_Experience_Years,User_Type
R007060,U7777,D993,01-01-24 22:16,Financial District,Financial District,5.87,23,17.19,Credit Card,Completed,5,4.7,No,Yes,SUV,Rainy,High,6,Returning
R007061,U9427,D581,06-01-24 20:25,Suburbs,Mall,13.64,52,52.51,Mobile Wallet,Completed,4.8,4.6,Yes,No,Sedan,Foggy,Low,5,Returning
R007062,U5211,D611,03-01-24 8:06,Suburbs,University,24.99,62,84.09,Credit Card,Completed,4.2,3.6,Yes,No,Sedan,Clear,High,7,Returning
R007063,U1225,D349,02-01-24 4:39,Mall,Suburbs,20.87,49,70.68,Mobile Wallet,Completed,4.8,4.9,No,Yes,Electric,Clear,Low,6,Frequent
R007064,U9183,D988,03-01-24 5:46,Airport,Midtown,2.52,7,10.97,Credit Card,Completed,3,4.8,No,No,Sedan,Rainy,Medium,3,New
R007065,U5277,D698,04-01-24 2:48,Mall,Midtown,28.09,59,81.66,Cash,Completed,4.1,3.8,No,Yes,Sedan,Clear,Medium,2,Frequent
R007066,U2341,D915,01-01-24 6:17,Downtown,Suburbs,21.57,50,72.36,Mobile Wallet,Completed,4.2,3.7,No,Yes,Sedan,Clear,Medium,10,Returning
R007067,U5036,D852,05-01-24 2:38,Midtown,Mall,31.16,86,85.14,Credit Card,Completed,4.4,4.5,Yes,Yes,Sedan,Clear,Medium,1,Returning
R007068,U9401,D699,04-01-24 18:51,Mall,Suburbs,15.2,38,55.07,Credit Card,Completed,3.1,4,No,No,SUV,Clear,High,9,New
R007069,U4727,D582,07-01-24 22:05,Suburbs,Airport,17.67,61,54.41,Credit Card,Completed,4,5,Yes,No,Sedan,Snowy,Low,9,New
R007070,U4928,D935,03-01-24 1:02,Downtown,Midtown,14.79,56,48.39,Credit Card,Completed,4.2,4.9,Yes,Yes,Shared,Clear,Medium,2,New
R007071,U3803,D271,02-01-24 21:22,Airport,Financial District,25.56,98,83.84,Credit Card,Completed,3.2,3.3,No,No,Shared,Clear,High,7,Frequent
R007072,U7558,D968,05-01-24 21:58,University,Suburbs,26.57,85,84.24,Mobile Wallet,Completed,3.7,4,No,Yes,SUV,Clear,Low,8,Returning
R007073,U1393,D116,05-01-24 3:38,Financial District,Mall,25.59,87,80.67,Cash,Completed,5,4.1,Yes,No,Sedan,Clear,Low,2,Returning
R007074,U7839,D834,02-01-24 23:42,Airport,Mall,10.91,33,44.51,Mobile Wallet,Canceled,3.1,2.4,No,No,Sedan,Clear,High,10,New
R007075,U9795,D393,06-01-24 12:14,Airport,Financial District,22.63,52,62.96,Cash,Completed,4.2,4.2,No,No,Sedan,Snowy,Low,2,Frequent
R007076,U1581,D493,07-01-24 21:24,Suburbs,University,12.51,41,48.39,Credit Card,Completed,3.6,3.5,No,No,Shared,Foggy,High,3,Frequent
R007077,U1132,D921,07-01-24 19:25,Midtown,Financial District,29.36,79,79.97,Cash,Completed,4.7,3.9,Yes,No,SUV,Clear,Medium,7,Returning
R007078,U3838,D597,04-01-24 4:27,Mall,Mall,2.87,6,12.57,Credit Card,Completed,4.5,3,No,No,Sedan,Foggy,Medium,10,Frequent
R007079,U4385,D318,02-01-24 22:07,Suburbs,Midtown,2.28,7,10.27,Credit Card,Canceled,1.9,1.9,No,Yes,Shared,Rainy,Low,8,Returning
R007080,U4770,D333,07-01-24 7:35,Financial District,University,4.46,11,18.36,Credit Card,Completed,3.8,4.6,No,No,Shared,Clear,Low,7,Frequent
R007081,U3268,D489,06-01-24 16:36,Suburbs,Financial District,7.88,30,23.11,Cash,Completed,3.8,3.2,No,No,Sedan,Clear,High,3,Returning
R007082,U1975,D347,07-01-24 18:24,Financial District,Airport,2.28,9,17.24,Credit Card,Completed,4.5,4.1,Yes,No,Shared,Clear,Medium,8,Returning
R007083,U8605,D151,05-01-24 17:30,Suburbs,Airport,3.43,8,15.06,Credit Card,Completed,3.9,3.8,No,Yes,Sedan,Clear,Low,1,Frequent
R007084,U8213,D114,02-01-24 8:21,University,Midtown,11.41,23,34.74,Mobile Wallet,Completed,3.9,4.1,No,No,Sedan,Clear,Low,6,Returning
R007085,U3835,D423,07-01-24 11:58,Midtown,Airport,4.39,9,20.37,Credit Card,Completed,3.4,3.7,No,Yes,SUV,Foggy,High,9,Returning
R007086,U3738,D540,06-01-24 6:42,University,Suburbs,28.27,108,104.6,Credit Card,Completed,4.9,4.7,No,No,Sedan,Clear,Medium,7,Frequent
R007087,U5134,D211,05-01-24 11:17,Downtown,University,2.83,7,15.42,Mobile Wallet,Canceled,1.4,2.9,Yes,Yes,Sedan,Clear,Low,2,Returning
R007088,U7833,D795,06-01-24 23:02,Midtown,Midtown,31.87,91,109.25,Mobile Wallet,Completed,4.6,4.4,No,No,SUV,Clear,Medium,1,Returning
R007089,U9353,D971,06-01-24 19:16,Mall,University,30.61,65,89.33,Cash,Completed,4.3,4.2,No,Yes,Motorcycle,Clear,High,8,Returning
R007090,U2909,D106,01-01-24 23:52,Suburbs,Mall,8.09,22,25.63,Credit Card,Canceled,2.1,3.2,No,No,Sedan,Clear,Medium,3,New
R007091,U2963,D662,05-01-24 16:30,Airport,Financial District,3.43,12,12.58,Credit Card,Completed,4.8,3.2,No,No,Sedan,Clear,Low,5,Returning
R007092,U6153,D925,07-01-24 8:20,Downtown,Suburbs,4.59,13,18.39,Credit Card,Completed,3.5,4.5,No,Yes,Sedan,Clear,Medium,5,Frequent
R007093,U1966,D852,05-01-24 23:17,Airport,Midtown,20.01,71,72.63,Credit Card,Completed,4.3,4.8,No,No,Shared,Clear,Low,9,New
R007094,U1889,D344,03-01-24 23:54,University,Financial District,21.43,72,65.1,Cash,Completed,3,3.4,No,No,Motorcycle,Snowy,Medium,8,New
R007095,U4061,D547,03-01-24 11:43,Mall,Financial District,11.73,36,35.42,Credit Card,Completed,4.4,4.7,No,No,Sedan,Clear,Medium,2,Returning
R007096,U7461,D464,03-01-24 16:47,Midtown,Financial District,11.09,39,40.24,Credit Card,Completed,4.1,4.5,Yes,No,Sedan,Clear,Medium,2,Returning
R007097,U7166,D466,03-01-24 13:58,Mall,Financial District,19.07,72,64.61,Credit Card,Completed,3.7,5,No,Yes,SUV,Clear,Low,5,Frequent
R007098,U7967,D797,01-01-24 6:41,Downtown,Financial District,11.39,41,45.57,Credit Card,Completed,4.4,4.2,No,No,Sedan,Rainy,Medium,5,Returning
R007099,U9101,D386,04-01-24 21:02,University,Midtown,32.77,111,97.42,Credit Card,Completed,3,4.3,No,Yes,SUV,Clear,Low,7,New
R007100,U8379,D703,03-01-24 17:36,Suburbs,Airport,14.01,48,41.75,Credit Card,Canceled,1.2,3.1,Yes,No,SUV,Snowy,Low,8,Returning
R007101,U8280,D205,04-01-24 8:17,Airport,Financial District,8.47,20,31.96,Credit Card,No-show,1.3,3,No,Yes,SUV,Clear,Low,4,Frequent
R007102,U2067,D112,01-01-24 2:05,Suburbs,Mall,5.96,23,26.48,Credit Card,Completed,3.4,3.3,No,Yes,SUV,Clear,Medium,3,Returning
R007103,U5223,D245,07-01-24 9:39,Financial District,Mall,22.48,54,66.89,Credit Card,No-show,1.4,3.2,No,No,Sedan,Clear,High,4,New
R007104,U5607,D577,03-01-24 22:24,Mall,Suburbs,12.11,33,39.68,Cash,Completed,4.3,3.1,No,No,Motorcycle,Rainy,Medium,3,New
R007105,U4985,D730,05-01-24 10:21,Downtown,Midtown,7.42,23,30.19,Mobile Wallet,Completed,4.2,4.9,No,No,SUV,Rainy,Medium,9,Returning
R007106,U4179,D814,02-01-24 11:18,Airport,Downtown,10.38,23,36.39,Credit Card,Canceled,2.6,1.6,No,Yes,SUV,Clear,Medium,1,Returning
R007107,U5538,D752,07-01-24 8:19,Midtown,Airport,11.47,37,38.38,Cash,Completed,4.9,3.8,No,Yes,Sedan,Rainy,Medium,5,New
R007108,U3362,D214,04-01-24 23:22,Midtown,Suburbs,22.28,53,71.96,Cash,Completed,4.4,3.1,Yes,No,Shared,Foggy,Low,2,Frequent
R007109,U3224,D608,02-01-24 7:23,Midtown,Mall,6.94,27,26.58,Cash,Completed,3.5,4.5,No,No,Sedan,Clear,High,5,Returning
R007110,U7371,D251,04-01-24 0:52,University,Financial District,25.92,98,77.16,Credit Card,Completed,3.4,4.8,Yes,No,Sedan,Clear,Medium,7,Frequent
R007111,U2726,D156,02-01-24 4:40,Midtown,Midtown,11.37,35,38.82,Credit Card,Completed,3.4,3.8,No,No,Sedan,Clear,Medium,3,Frequent
R007112,U6791,D481,05-01-24 0:37,Airport,Midtown,17.6,51,58.14,Credit Card,Completed,3.6,3.7,No,No,SUV,Clear,Low,3,New
R007113,U9073,D256,04-01-24 1:16,Mall,Financial District,23.26,51,76.76,Credit Card,Completed,3.7,4.4,No,Yes,Electric,Rainy,Low,4,Frequent
R007114,U9458,D921,06-01-24 17:52,Mall,Mall,19.48,71,70.19,Credit Card,Canceled,1.1,2.4,Yes,No,Sedan,Snowy,Low,4,Returning
R007115,U8013,D232,01-01-24 19:06,Mall,Suburbs,23.52,65,71.87,Credit Card,Completed,4.3,3.3,No,Yes,SUV,Rainy,Low,7,New
R007116,U1837,D262,02-01-24 4:00,University,Midtown,11.97,30,35.11,Cash,No-show,1.4,2,Yes,No,Sedan,Foggy,Medium,2,Returning
R007117,U5584,D374,07-01-24 16:11,Financial District,University,33.76,135,115.4,Mobile Wallet,Completed,3,3.5,No,No,SUV,Clear,Medium,8,Frequent
R007118,U1686,D794,04-01-24 15:49,Midtown,Mall,16.61,55,53.71,Cash,Completed,3.8,3.4,No,No,Sedan,Clear,Medium,10,Frequent
R007119,U1356,D176,06-01-24 4:48,Mall,Mall,11.95,26,40.9,Credit Card,Completed,4.2,4.4,No,No,Electric,Foggy,Low,7,Frequent
R007120,U5647,D936,02-01-24 9:22,Midtown,Airport,11.08,40,38.76,Cash,Completed,4.3,3.7,No,No,Sedan,Thunderstorm,Medium,6,New
R007121,U5418,D143,02-01-24 7:52,University,Suburbs,2.45,9,9.28,Mobile Wallet,Completed,4,3.9,No,No,SUV,Clear,Low,5,New
R007122,U7642,D817,03-01-24 5:13,Midtown,Mall,24.28,68,79.27,Credit Card,Canceled,2.5,1.7,No,No,Sedan,Clear,Medium,7,Frequent
R007123,U4391,D649,06-01-24 21:18,Financial District,Financial District,9.93,22,34.72,Cash,Completed,3.8,3.4,No,No,SUV,Clear,High,9,Frequent
R007124,U5357,D417,05-01-24 9:33,University,Mall,33.6,101,95.77,Credit Card,No-show,2.6,1.5,No,No,Sedan,Clear,Medium,2,Returning
R007125,U5879,D633,01-01-24 16:49,University,Suburbs,8.16,29,28.1,Credit Card,Completed,4.8,4.6,No,Yes,Shared,Clear,Medium,6,Returning
R007126,U6319,D684,01-01-24 7:04,Downtown,University,19,41,62.26,Cash,Canceled,2.2,3,No,No,Sedan,Clear,Low,2,Returning
R007127,U3739,D852,07-01-24 8:32,University,Mall,26.01,61,73.3,Cash,Completed,4.8,4.8,No,Yes,SUV,Rainy,Medium,3,Returning
R007128,U5784,D253,05-01-24 14:37,Midtown,Suburbs,30.58,99,85.34,Credit Card,Completed,3.6,4.5,No,No,SUV,Clear,Medium,9,New
R007129,U1877,D336,03-01-24 13:08,University,Mall,6.32,20,24.9,Mobile Wallet,Completed,3.1,3.4,No,Yes,Sedan,Rainy,High,6,Returning
R007130,U3870,D992,04-01-24 3:49,Midtown,Downtown,34.5,131,119.67,Cash,Completed,3.5,4,No,No,Shared,Clear,Low,6,Returning
R007131,U1292,D616,07-01-24 7:57,Midtown,Financial District,31.83,116,89.37,Credit Card,Completed,4.7,4.4,No,Yes,SUV,Snowy,Low,6,Returning
R007132,U9728,D320,06-01-24 15:54,Mall,Airport,33.74,129,124.9,Mobile Wallet,Completed,3.6,4.5,Yes,No,SUV,Clear,Medium,2,New
R007133,U3686,D409,02-01-24 22:18,University,Financial District,29.99,88,91.27,Credit Card,Completed,3.2,3.8,No,Yes,SUV,Clear,Medium,6,New
R007134,U1233,D697,06-01-24 10:40,Downtown,Downtown,30.84,110,102.08,Cash,Completed,5,3.9,Yes,No,SUV,Clear,Medium,5,New
R007135,U3374,D276,01-01-24 14:13,Midtown,Financial District,21.36,45,70.95,Credit Card,No-show,2.7,3.4,No,No,Motorcycle,Rainy,High,7,Frequent
R007136,U3272,D870,02-01-24 2:59,Mall,Financial District,29.74,77,93.22,Mobile Wallet,Completed,4.8,3.5,No,Yes,Sedan,Clear,Medium,3,Frequent
R007137,U1966,D319,07-01-24 0:05,Downtown,Airport,19.16,63,63.24,Credit Card,Canceled,3.1,3.1,No,No,Shared,Clear,High,5,Returning
R007138,U1889,D137,02-01-24 10:12,Downtown,Downtown,19.3,68,69.32,Mobile Wallet,Completed,3.2,4.2,No,No,Sedan,Clear,Medium,1,New
R007139,U4863,D753,05-01-24 16:18,University,Financial District,20.13,63,72.56,Cash,Completed,3,3.9,No,Yes,Sedan,Clear,Medium,10,Frequent
R007140,U7154,D530,05-01-24 19:36,Suburbs,University,34.87,103,115.68,Credit Card,Completed,3.6,3.2,No,Yes,Shared,Clear,High,3,New
R007141,U4400,D846,01-01-24 13:14,Mall,Mall,4.55,11,19.43,Cash,Completed,3.8,3.3,No,Yes,Sedan,Rainy,Low,2,Frequent
R007142,U9226,D302,01-01-24 9:24,Suburbs,Financial District,28.39,67,79.81,Credit Card,Completed,3.1,4.2,No,Yes,Sedan,Rainy,Medium,5,Frequent
R007143,U5542,D940,05-01-24 18:43,Midtown,Midtown,10.29,39,33.42,Credit Card,Completed,4.6,4.9,No,No,SUV,Clear,High,9,New
R007144,U4523,D905,02-01-24 3:59,Airport,Financial District,13.28,30,51.56,Cash,Completed,3.3,4.8,No,Yes,Shared,Clear,Low,8,Returning
R007145,U2763,D547,04-01-24 4:35,Suburbs,Airport,3.74,11,17.26,Credit Card,Completed,3.1,4.8,No,No,Shared,Clear,Low,9,Returning
R007146,U4291,D594,01-01-24 22:48,Mall,Midtown,12.95,49,54.82,Credit Card,Completed,3.6,3.6,No,No,Sedan,Foggy,Low,2,New
R007147,U3488,D783,01-01-24 23:27,University,University,34.69,80,93.34,Mobile Wallet,No-show,1.8,2.8,No,No,Sedan,Clear,Medium,4,Returning
R007148,U2558,D224,01-01-24 6:51,Mall,Mall,14.5,33,44.4,Mobile Wallet,Completed,4.4,4.3,Yes,No,Motorcycle,Rainy,Low,8,Returning
R007149,U5690,D937,05-01-24 14:04,University,University,23.77,80,71.16,Mobile Wallet,Completed,4.1,4.6,No,Yes,Sedan,Clear,Low,2,Returning
R007150,U7121,D164,03-01-24 11:12,Suburbs,University,5.1,14,19.17,Mobile Wallet,Canceled,2.7,3.4,No,No,Sedan,Foggy,Medium,3,Returning
R007151,U3276,D892,06-01-24 7:29,Airport,Downtown,32.36,93,91.38,Credit Card,Completed,4,4.2,No,Yes,SUV,Snowy,Low,9,New
R007152,U5439,D883,03-01-24 12:07,Financial District,University,29.14,95,95.93,Mobile Wallet,Completed,4.6,3.9,No,Yes,Sedan,Snowy,High,3,Returning
R007153,U2103,D343,03-01-24 20:31,Midtown,Suburbs,14.13,39,47.02,Credit Card,Completed,3.6,3.6,Yes,No,Sedan,Clear,Medium,3,Returning
R007154,U8520,D626,05-01-24 18:21,Mall,Airport,12.85,46,53.22,Credit Card,Completed,3.2,3.9,No,No,Sedan,Clear,Low,2,New
R007155,U6409,D325,04-01-24 21:28,Financial District,Downtown,15.7,62,62.24,Cash,Completed,4.4,3.4,No,No,Shared,Clear,Low,10,Returning
R007156,U8869,D564,07-01-24 5:28,Financial District,Midtown,14.64,57,48.83,Cash,Completed,4.8,3.8,No,Yes,SUV,Snowy,Low,3,New
R007157,U3956,D742,06-01-24 7:02,Downtown,Suburbs,9.77,30,34.55,Cash,Completed,3.1,3.1,No,No,Shared,Clear,Medium,10,Returning
R007158,U8710,D806,04-01-24 12:22,Downtown,Downtown,34.69,94,102.41,Cash,Completed,3.3,4.3,Yes,No,Sedan,Rainy,Low,4,Frequent
R007159,U7017,D392,07-01-24 0:02,Midtown,Airport,28.56,82,77.81,Credit Card,Completed,4.9,4.3,No,No,Electric,Clear,High,9,Frequent
R007160,U4384,D820,03-01-24 13:59,Airport,Midtown,10.11,27,31.44,Credit Card,Completed,3.9,3.3,Yes,No,Sedan,Snowy,High,3,Returning
R007161,U1028,D480,07-01-24 15:48,Downtown,Airport,34.38,99,95.76,Cash,Completed,4.2,3.5,No,Yes,Sedan,Clear,Medium,3,Frequent
R007162,U9897,D724,04-01-24 3:34,Mall,Airport,1.53,3,14.7,Credit Card,Completed,4.3,4.5,No,No,Sedan,Clear,High,9,Returning
R007163,U8756,D855,06-01-24 6:54,Mall,Midtown,15.89,34,52.72,Credit Card,Completed,3.1,3.3,No,No,Sedan,Clear,Medium,2,Frequent
R007164,U7948,D265,04-01-24 4:47,Suburbs,University,20.36,72,71.53,Cash,Completed,3.9,3.9,Yes,No,SUV,Foggy,Medium,7,Frequent
R007165,U6755,D802,02-01-24 23:30,Mall,Financial District,2.28,6,12.23,Credit Card,Completed,3.3,5,No,Yes,SUV,Foggy,High,5,Frequent
R007166,U4602,D868,02-01-24 19:35,Midtown,Airport,6.48,23,21.28,Cash,Completed,3.1,4.2,Yes,No,Sedan,Rainy,Low,9,New
R007167,U6062,D938,05-01-24 20:42,University,University,9.78,29,33.92,Credit Card,Completed,4.7,3.5,No,No,SUV,Thunderstorm,Medium,10,Frequent
R007168,U9071,D317,03-01-24 3:53,Financial District,Mall,25.49,92,81.01,Credit Card,Completed,3.9,4.8,No,No,Shared,Foggy,Medium,9,Frequent
R007169,U8244,D970,05-01-24 1:59,Mall,Midtown,32.95,110,106.53,Credit Card,Completed,4.9,4.7,No,No,SUV,Rainy,High,3,Frequent
R007170,U7372,D374,06-01-24 18:10,Midtown,Airport,22.23,53,62.28,Credit Card,Completed,3.2,3.5,No,No,SUV,Clear,Medium,10,Frequent
R007171,U8105,D151,02-01-24 6:35,University,Financial District,20.13,58,60.07,Cash,Completed,4.5,4.2,No,No,SUV,Clear,Medium,10,Frequent
R007172,U4581,D473,05-01-24 23:35,University,Mall,19.25,66,71.46,Cash,Completed,3.1,3.4,No,Yes,Electric,Clear,Medium,9,Returning
R007173,U3762,D769,06-01-24 4:21,Downtown,Midtown,12.92,34,47.63,Credit Card,Canceled,2.5,2.9,No,No,Electric,Clear,Low,5,Returning
R007174,U1572,D462,02-01-24 20:35,University,Downtown,29.14,70,85.2,Credit Card,Completed,3.8,4.1,No,No,Sedan,Clear,Medium,2,Returning
R007175,U8705,D666,06-01-24 10:24,Airport,Downtown,19.39,60,64.36,Cash,Canceled,3.5,1.2,No,Yes,Sedan,Clear,High,10,New
R007176,U1614,D113,04-01-24 1:32,University,University,8.82,22,26.03,Mobile Wallet,Canceled,1.7,3.5,Yes,Yes,Sedan,Clear,Medium,1,Returning
R007177,U5050,D880,02-01-24 19:30,University,Downtown,5.65,18,23.88,Credit Card,Completed,3.1,4.3,Yes,No,Shared,Thunderstorm,High,5,Returning
R007178,U1325,D439,06-01-24 13:16,Financial District,Suburbs,34.51,88,108.79,Mobile Wallet,Completed,3.9,4.9,No,Yes,SUV,Clear,Medium,7,Frequent
R007179,U4740,D701,05-01-24 13:48,Airport,Airport,1.59,6,12.36,Credit Card,Canceled,3.2,1.6,Yes,No,Motorcycle,Clear,Medium,10,New
R007180,U1358,D638,01-01-24 14:09,Midtown,Airport,32.74,88,122.32,Credit Card,Completed,4.7,3.8,No,Yes,Motorcycle,Clear,Low,8,Frequent
R007181,U4777,D188,07-01-24 22:16,Airport,Midtown,8.42,32,33.21,Cash,Completed,3.5,4.7,No,No,SUV,Rainy,High,2,Frequent
R007182,U6906,D140,07-01-24 6:22,Airport,Suburbs,23.36,60,82.57,Mobile Wallet,Completed,4,4.6,No,Yes,Sedan,Clear,High,4,Frequent
R007183,U2721,D403,03-01-24 21:55,Midtown,Airport,11.25,36,32.64,Cash,Canceled,2.7,2.9,Yes,Yes,SUV,Clear,High,5,New
R007184,U2349,D367,06-01-24 15:59,Financial District,Midtown,30.23,68,92.56,Mobile Wallet,Completed,3.2,4.1,No,No,SUV,Clear,High,9,Returning
R007185,U4696,D237,05-01-24 6:27,Mall,Financial District,19.48,69,66.87,Credit Card,Completed,3.1,3.9,No,No,SUV,Clear,Medium,2,Returning
R007186,U4896,D105,01-01-24 22:20,University,Airport,5.8,14,26.52,Cash,Completed,4.2,4.5,No,No,Electric,Clear,Medium,1,New
R007187,U5260,D341,03-01-24 6:34,Airport,University,10.17,38,32.44,Credit Card,Canceled,1.8,1.7,No,No,Sedan,Thunderstorm,Low,4,New
R007188,U7941,D261,07-01-24 5:57,Airport,Airport,11.89,35,46.45,Mobile Wallet,Completed,4.8,4,No,Yes,Sedan,Clear,Low,7,Returning
R007189,U4808,D791,04-01-24 3:39,Mall,Financial District,31.12,68,100.5,Credit Card,Completed,3.2,3.5,Yes,No,Motorcycle,Rainy,Medium,8,Returning
R007190,U6246,D908,01-01-24 0:03,Midtown,Financial District,27.07,74,74.75,Cash,Completed,3.1,3.9,Yes,Yes,Electric,Clear,Medium,10,Frequent
R007191,U9384,D617,07-01-24 1:43,Suburbs,Airport,29.21,104,110.69,Mobile Wallet,Completed,3.3,3.4,No,Yes,Sedan,Foggy,Medium,3,New
R007192,U4845,D997,01-01-24 10:11,Mall,Financial District,2.78,6,14.18,Credit Card,Completed,4.5,4.8,No,No,Sedan,Clear,Medium,7,Returning
R007193,U3577,D882,01-01-24 22:24,Airport,Midtown,20.68,67,66.3,Cash,Canceled,3.3,2.9,No,No,SUV,Clear,Medium,2,New
R007194,U1091,D500,04-01-24 18:19,Downtown,Airport,34.97,105,103.74,Mobile Wallet,Completed,4.7,3.8,No,Yes,SUV,Clear,High,8,Returning
R007195,U5234,D883,06-01-24 7:23,University,Airport,27.7,73,94.84,Credit Card,Completed,4.8,3.5,No,No,Sedan,Clear,Medium,6,New
R007196,U9672,D255,04-01-24 14:32,University,Downtown,5.1,18,21.87,Credit Card,Completed,3.4,4.3,No,No,Motorcycle,Clear,High,6,New
R007197,U7592,D184,03-01-24 9:16,Mall,University,24.08,51,78.67,Credit Card,Completed,4.4,4.4,No,No,SUV,Clear,Low,8,Returning
R007198,U9128,D811,05-01-24 7:46,Financial District,Airport,26.34,79,90.4,Credit Card,Canceled,2.3,1.8,No,No,Sedan,Rainy,Medium,9,Returning
R007199,U2075,D109,06-01-24 20:18,Mall,Mall,18.48,56,61.4,Credit Card,No-show,3.4,1.4,No,No,SUV,Rainy,Low,8,Returning
R007200,U3513,D237,01-01-24 13:54,Airport,Downtown,3.68,8,15.97,Credit Card,Completed,4.8,5,Yes,No,Sedan,Foggy,Medium,7,New
R007201,U9168,D853,04-01-24 22:11,Midtown,Financial District,2.18,5,10.62,Cash,Completed,4.7,3.8,No,No,Sedan,Clear,Low,9,New
R007202,U7861,D812,06-01-24 14:49,Downtown,University,32.89,93,121.06,Cash,Completed,4.9,4.6,No,No,SUV,Foggy,Medium,3,New
R007203,U9990,D255,03-01-24 23:42,Mall,University,9.76,30,36.34,Credit Card,Completed,3.8,4.3,No,No,SUV,Clear,High,1,New
R007204,U1604,D507,06-01-24 20:34,Midtown,Financial District,13.88,29,44.04,Mobile Wallet,Completed,4.9,4.1,Yes,No,Shared,Clear,Medium,10,Returning
R007205,U3979,D886,06-01-24 5:48,Mall,Midtown,28.04,57,91.11,Mobile Wallet,Completed,3,4.8,Yes,No,Sedan,Clear,High,4,Returning
R007206,U8140,D324,02-01-24 9:13,Airport,Downtown,24.43,58,80.35,Credit Card,Completed,3.9,4.5,No,Yes,SUV,Rainy,Low,5,Returning
R007207,U8065,D679,01-01-24 13:40,Downtown,Airport,33.93,101,93.98,Credit Card,Completed,3.7,3.3,No,No,Motorcycle,Clear,Medium,5,New
R007208,U5916,D283,02-01-24 7:01,Financial District,Downtown,4.16,9,19.38,Credit Card,Completed,3.4,3.4,Yes,No,Motorcycle,Thunderstorm,Low,7,Frequent
R007209,U7800,D294,07-01-24 15:14,Financial District,Financial District,25.04,87,83.03,Credit Card,Completed,4.6,4.2,No,No,Sedan,Rainy,High,1,Returning
R007210,U1597,D653,04-01-24 4:30,Mall,Financial District,3.8,9,17.12,Credit Card,Completed,3.2,4.8,No,No,SUV,Rainy,Low,1,Returning
R007211,U8320,D495,07-01-24 6:50,Financial District,Mall,1.01,4,7.38,Credit Card,Completed,4.9,3.3,No,No,Motorcycle,Clear,Medium,4,Returning
R007212,U9705,D762,03-01-24 19:57,Suburbs,Midtown,5.09,12,22.62,Credit Card,Completed,3.1,3.5,No,Yes,Electric,Clear,Medium,6,Frequent
R007213,U6622,D695,01-01-24 18:00,Midtown,University,21.97,59,68.65,Cash,Completed,4.5,3.3,No,Yes,Sedan,Rainy,High,2,Returning
R007214,U2877,D233,02-01-24 5:46,Airport,University,23.99,71,80.5,Mobile Wallet,Completed,4.7,5,No,Yes,Sedan,Clear,Medium,6,Returning
R007215,U2699,D408,03-01-24 12:00,Downtown,Financial District,15.9,43,50.98,Cash,Completed,4.6,3.5,Yes,Yes,Sedan,Rainy,High,5,Frequent
R007216,U6780,D965,01-01-24 13:31,Mall,Downtown,2.57,5,12.84,Cash,Canceled,1.3,2.3,No,No,SUV,Clear,Medium,2,Frequent
R007217,U1716,D909,07-01-24 20:42,Mall,University,22.56,86,79.07,Mobile Wallet,Canceled,3,2.3,No,No,Electric,Foggy,Medium,2,New
R007218,U5086,D641,03-01-24 14:30,University,Mall,3.92,10,16.16,Mobile Wallet,Completed,4.1,4.6,No,Yes,SUV,Clear,Low,8,Frequent
R007219,U1665,D108,04-01-24 6:19,University,Mall,5.82,13,22.15,Cash,Completed,4.3,4.5,No,Yes,Sedan,Snowy,High,9,Frequent
R007220,U8846,D269,01-01-24 11:49,Midtown,Airport,18.43,42,63.76,Mobile Wallet,Completed,3.2,4.9,Yes,No,Sedan,Foggy,High,10,New
R007221,U7611,D389,03-01-24 6:15,Airport,Airport,12.57,50,48.25,Mobile Wallet,No-show,2.2,3,No,No,SUV,Clear,Low,3,New
R007222,U2079,D267,04-01-24 3:37,Suburbs,Downtown,16.8,38,59.75,Credit Card,Completed,3.9,3.7,No,No,Motorcycle,Clear,Low,3,Returning
R007223,U9419,D443,01-01-24 13:59,Airport,Midtown,22.59,61,80.38,Credit Card,Completed,3.5,3.7,Yes,No,SUV,Rainy,Medium,3,Returning
R007224,U9340,D596,01-01-24 20:44,Midtown,Airport,6.44,14,30.59,Cash,Completed,4.9,4.3,Yes,No,Sedan,Clear,Low,5,Frequent
R007225,U2069,D244,01-01-24 3:37,Airport,Downtown,31.36,109,92.77,Credit Card,Completed,4.2,4,No,Yes,Sedan,Clear,Medium,9,Returning
R007226,U6263,D512,01-01-24 20:14,University,Downtown,20.02,64,71.79,Credit Card,Completed,4.8,3.8,No,No,SUV,Snowy,Low,8,Frequent
R007227,U8951,D839,02-01-24 0:53,University,Financial District,1.75,5,7.27,Cash,Completed,3.3,3.3,Yes,No,SUV,Clear,High,7,Frequent
R007228,U2363,D917,04-01-24 6:52,Downtown,University,22.37,83,84.62,Cash,Completed,4.1,3.1,No,No,Electric,Clear,High,7,Frequent
R007229,U5508,D687,06-01-24 14:00,Suburbs,Financial District,16.75,53,49.56,Cash,Completed,4.7,3.2,No,No,Motorcycle,Clear,Medium,7,Returning
R007230,U2755,D834,06-01-24 11:18,University,University,24.86,97,69.37,Credit Card,Completed,4,3.4,No,No,SUV,Thunderstorm,Medium,9,Frequent
